CHEM_ID,BIOCHEMICAL NAME,RI,MASS,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMSPIDER,KEGG,HMDB,PUBCHEM,COMP_ID,CAS,PLATFORM
100005986,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",3200,813.68441,Lipid,Sphingomyelins,3012,WKZHECFHXLTOLJ-QYKFWSDSBN,O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,24846874,,HMDB12107,,47153,94359-13-4,LC/MS Pos Late
100005996,octadecenedioylcarnitine (C18:1-DC)*,1180,456.33197,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1836,CYPBWZKNUDFJJE-PLNGDYQABU,O=C(CCCCCCC/C=C\CCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,28639201,,,,61865,251981-06-3,LC/MS Pos Late
100005998,octadecanedioylcarnitine (C18-DC)*,1227,458.34762,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1835,ULCCGBCYWCYNIC-UHFFFAOYAW,O=C(CCCCCCCCCCCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,28639203,,,,61867,123233-50-1,LC/MS Pos Late
100006005,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",5080,371.18976,Lipid,Androgenic Steroids,3255,,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4O)([H])C[C@H](OS(=O)(O)=O)CC1,,,,,37185,,LC/MS Neg
100006051,myristoleoylcarnitine (C14:1)*,1316,370.29471,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1805,,O=C(CCCCCCC/C=C\CCCC)O[C@H](CC([O-])=O)C[N+](C)(C)C,34999520,,,90659872,48182,889848-55-9,LC/MS Pos Late
100006056,N-formylphenylalanine,2360,192.06661,Amino Acid,Tyrosine Metabolism,218,NSTPXGARCQOSAU-VIFPVBQEBQ,OC([C@@H](NC=O)CC1=CC=CC=C1)=O,663938,,,759256,48433,13200-85-6,LC/MS Neg
100006082,4-hydroxychlorothalonil,4427,244.90817,Xenobiotics,Chemical,5835,MDQKYGOECVSPIW-UHFFFAOYAI,ClC1=C(C#N)C(Cl)=C(Cl)C(O)=C1C#N,31530,,,34217,48441,28343-61-5,LC/MS Neg
100006089,isoeugenol sulfate,3893,243.03326,Xenobiotics,Food Component/Plant,4932,,C/C=C/C1=CC(OC)=C(OS(O)(=O)=O)C=C1,157181,,,,48997,,LC/MS Neg
100006092,tyramine O-sulfate,1565,216.0336,Amino Acid,Tyrosine Metabolism,217,DYDUXGMDSXJQFT-UHFFFAOYAH,NCCC1=CC=C(OS(O)(=O)=O)C=C1,134849,,HMDB06409,153005,48408,30223-92-8,LC/MS Neg
100006098,3-hydroxypyridine sulfate,1595.5,173.98665,Xenobiotics,Chemical,5843,,O=S(OC1=CC=CN=C1)(O)=O,16232314,,,,48448,1955-23-3,LC/MS Neg
100006105,4-methylguaiacol sulfate,2978,217.01761,Xenobiotics,Benzoate Metabolism,4348,,CC1=CC=C(OS(=O)(O)=O)C(OC)=C1,,,,,48418,756760-43-7,LC/MS Neg
100006106,maltol sulfate,1503,204.98123,Xenobiotics,Food Component/Plant,4465,,O=C1C=COC(C)=C1OS(=O)(O)=O,,,,,48696,,LC/MS Neg
100006115,arabonate/xylonate,2700,165.04046,Carbohydrate,Pentose Metabolism,1224,,OC([C@H]([C@@H]([C@@H](CO)O)O)O)=O,,,,,48255,,LC/MS Polar
100006116,methyl-4-hydroxybenzoate sulfate,2873,230.99688,Xenobiotics,Benzoate Metabolism,4387,,O=C(OC)C1=CC=C(OS(=O)(O)=O)C=C1,,,,,48429,,LC/MS Neg
100006121,1-dihomo-linolenylglycerol (20:3),6400,305.24858,Lipid,Monoacylglycerol,2752,,OCC(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,,,,,48341,,LC/MS Neg
100006125,vanillic alcohol sulfate,1808,233.01253,Amino Acid,Tyrosine Metabolism,219,,OCC1=CC(OC)=C(OS(O)(=O)=O)C=C1,,,,,48733,754920-02-0,LC/MS Neg
100006126,4-vinylguaiacol sulfate,3354,229.01761,Xenobiotics,Food Component/Plant,4920,,COC1=C(OS(O)(=O)=O)C=CC(C=C)=C1,,,,,48442,,LC/MS Neg
100006129,vanillactate,1625,211.06119,Amino Acid,Tyrosine Metabolism,192,SVYIZYRTOYHQRE-UHFFFAOYAV,OC1=C(OC)C=C(CC(C(O)=O)O)C=C1,141152,,HMDB00913,160637,54910,2475-56-1,LC/MS Neg
100006171,eugenol sulfate,3782,243.03326,Xenobiotics,Food Component/Plant,4926,XWAZTQUZONPJEW-UHFFFAOYAI,COC1=CC(CC=C)=CC=C1OS(=O)(O)=O,157181,,,180632,48715,95480-60-7,LC/MS Neg
100006173,pregnanolone/allopregnanolone sulfate,5160,397.20541,Lipid,Progestin Steroids,3170,,C[C@]12C(C3CC[C@@]4(C[C@@H](CC[C@@]4(C3CC2)C)OS(=O)(O)=O)[H])CCC1C(C)=O,,,,,48394,,LC/MS Neg
100006181,chlorthalidone,3600,337.00553,Xenobiotics,Drug - Cardiovascular,5392,JIVPVXMEBJLZRO-UHFFFAOYAN,OC(N1)(C2=CC(S(N)(=O)=O)=C(Cl)C=C2)C(C=CC=C3)=C3C1=O,2631,D00272,,2732,54784,77-36-1,LC/MS Neg
100006184,2-methoxyresorcinol sulfate,1863,218.99688,Xenobiotics,Chemical,5842,,OC1=CC=CC(OS(=O)(O)=O)=C1OC,,,,,48445,1446269-78-8,LC/MS Neg
100006190,2-acetamidophenol sulfate,2251,230.01286,Xenobiotics,Food Component/Plant,5047,JCVGTUVGDOWZJE-UHFFFAOYAS,CC(NC(C=CC=C1)=C1OS(=O)(O)=O)=O,158023,,,181671,48580,40712-60-5,LC/MS Neg
100006191,p-cresol glucuronide*,2420,283.08232,Amino Acid,Tyrosine Metabolism,216,JPAUCQAJHLSMQW-XPORZQOIBX,O[C@H]([C@@H](O)[C@@H]1O)[C@@H](O[C@@H]1C(O)=O)OC2=CC=C(C)C=C2,135751,,HMDB11686,154035,48841,17680-99-8,LC/MS Neg
100006203,acesulfame,1581,161.98665,Xenobiotics,Food Component/Plant,4850,,CC1=CC(NS(O1)(=O)=O)=O,33607,,HMDB33585,36573,48569,55589-62-3,LC/MS Neg
100006229,N-acetyl sulfapyridine,2815,290.06048,Xenobiotics,Drug - Antibiotic,5228,CYLYVXPHAQLXFG-UHFFFAOYAX,CC(NC(C=C1)=CC=C1S(NC2=NC=CC=C2)(=O)=O)=O,52841,,,58638,48680,19077-98-6,LC/MS Neg
100006232,valsartan,1092,436.23432,Xenobiotics,Drug - Cardiovascular,5395,ACWBQPMHZXGDFX-UHFFFAOYAP,O=C(O)C(C(C)C)N(C(CCCC)=O)CC1=CC=C(C2=CC=CC=C2C3=NN=NN3)C=C1,5448,,,5650,48566,137862-53-4,LC/MS Pos Late
100006239,olmesartan,3747,445.19936,Xenobiotics,Drug - Cardiovascular,5396,VTRAEEWXHOVJFV-UHFFFAOYAY,OC(C)(C)C1=C(C(O)=O)N(CC(C=C2)=CC=C2C(C=CC=C3)=C3C4=NN=NN4)C(CCC)=N1,139674,D05246,HMDB14420,158781,53256,144689-24-7,LC/MS Neg
100006255,ethyl maltol sulfate,2010,218.99688,Xenobiotics,Food Component/Plant,4466,,O=C1C=COC(CC)=C1OS(=O)(O)=O,,,,,62314,,LC/MS Neg
100006256,syringol sulfate,2395,233.01253,Xenobiotics,Food Component/Plant,4941,,COC1=CC=CC(OC)=C1OS(=O)(O)=O,,,,,48454,52904-67-3,LC/MS Neg
100006260,6-hydroxyindole sulfate,2498,212.0023,Xenobiotics,Chemical,5854,,O=S(OC1=CC=C2C=CNC2=C1)(O)=O,,,,122198196,48698,,LC/MS Neg
100006262,4-methoxyphenol sulfate,2412,203.00196,Amino Acid,Tyrosine Metabolism,184,,COC1=CC=C(OS(=O)(O)=O)C=C1,,,,,48457,3233-60-1,LC/MS Neg
100006264,propyl 4-hydroxybenzoate sulfate,3971,259.02818,Xenobiotics,Benzoate Metabolism,4389,,CCCOC(C1=CC=C(OS(=O)(O)=O)C=C1)=O,48063224,,,,48460,162338-10-5,LC/MS Neg
100006282,umbelliferone sulfate,2440,240.98123,Xenobiotics,Food Component/Plant,4923,LJOOSFYJELZGMR-UHFFFAOYAS,O=C1C=CC2=CC=C(OS(=O)(O)=O)C=C2O1,114800,,,129659,48674,69526-88-1,LC/MS Neg
100006290,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",2800,759.6375,Lipid,Sphingomyelins,3004,AADLTHQNYQJHQV-SVLGDMRNBJ,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,23113477,,HMDB12102,,48490,,LC/MS Pos Late
100006292,"sphingomyelin (d18:1/20:1, d18:2/20:0)*",2450,757.6218,Lipid,Sphingomyelins,3005,,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCC/C=C/CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,,,,,48491,222403-67-0,LC/MS Pos Late
100006293,"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",2200,755.60615,Lipid,Sphingomyelins,3006,,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,,,,,57481,,LC/MS Pos Late
100006294,behenoyl sphingomyelin (d18:1/22:0)*,3250,787.66876,Lipid,Sphingomyelins,2989,,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,24846873,,HMDB12103,,48492,,LC/MS Pos Late
100006295,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",2775,785.65311,Lipid,Sphingomyelins,3009,VBFKEZGCUWHGSK-ADSSWVSQBB,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,29368329,,HMDB12104,,48493,,LC/MS Pos Late
100006296,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",2350,783.63746,Lipid,Sphingomyelins,3010,,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,,,,,57477,,LC/MS Pos Late
100006298,lignoceroyl sphingomyelin (d18:1/24:0),3437,815.70006,Lipid,Sphingomyelins,2991,QEDPUVGSSDPBMD-XTAIVQBEBF,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,24846875,,,,57330,60037-60-7,LC/MS Pos Late
100006314,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",2082,689.5592,Lipid,Sphingomyelins,2998,LQINJRUGTUOHGS-YPDYIYJKBT,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,28532779,,,,52433,121999-58-4,LC/MS Pos Late
100006360,dopamine 4-sulfate,1511,232.02848,Amino Acid,Tyrosine Metabolism,214,DEKNNWJXAQTLFA-UHFFFAOYAD,O=S(OC1=CC=C(CCN)C=C1O)(O)=O,110461,C13691,HMDB04148,123932,48406,,LC/MS Neg
100006361,dopamine 3-O-sulfate,1556.2,232.02845,Amino Acid,Tyrosine Metabolism,215,NZKRYJGNYPYXJZ-UHFFFAOYAU,NCCC1=CC(OS(=O)(O)=O)=C(O)C=C1,108936,C13690,HMDB06275,122136,48407,,LC/MS Neg
100006363,daidzein sulfate (2),3330,333.00756,Xenobiotics,Food Component/Plant,4924,,OC1=CC2=C(C(C(C3=CC=C(OS(=O)(O)=O)C=C3)=CO2)=O)C=C1,,,,,48728,,LC/MS Neg
100006367,3-hydroxyhexanoate,1725,131.07136,Lipid,"Fatty Acid, Monohydroxy",1896,HPMGFDVTYHWBAG-UHFFFAOYAJ,CCCC(O)CC(O)=O,133518,,,151492,53230,10191-24-9,LC/MS Neg
100006369,N-carbamoylalanine,950,133.06077,Amino Acid,Alanine and Aspartate Metabolism,34,LUSWEUMSEVLFEQ-UHFFFAOYAR,O=C(C(C)NC(N)=O)O,377278,,,426409,52340,77340-50-2,LC/MS Pos Early
100006370,3beta-hydroxy-5-cholestenoate,5398,415.32177,Lipid,Sterol,3092,,C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]3[C@H]2CC=C4[C@]3(C)CC[C@H](O)C4)CCCC(C(O)=O)C,,C17333,,165511,54805,6561-58-6,LC/MS Neg
100006374,"1,2,3-benzenetriol sulfate (2)",1709,204.98123,Xenobiotics,Chemical,5840,,OC1=C(O)C(OS(=O)(O)=O)=CC=C1,,,,,48762,,LC/MS Neg
100006375,3-methoxycatechol sulfate (1),2163,218.99688,Xenobiotics,Benzoate Metabolism,4384,,OC1=C(C=CC=C1OS(=O)(O)=O)OC,,,,,48763,,LC/MS Neg
100006376,3-methoxycatechol sulfate (2),2200,218.99688,Xenobiotics,Benzoate Metabolism,4385,,OC1=C(OC)C=CC=C1OS(=O)(O)=O,,,,,48752,,LC/MS Neg
100006379,C-glycosyltryptophan,1777,365.13542,Amino Acid,Tryptophan Metabolism,248,CPXSBHKDEPPWIX-RAYCSJGIBM,N[C@H](C(O)=O)CC1=C([C@H]([C@H]([C@@H](O)[C@@H]2O)O)O[C@@H]2CO)NC3=CC=CC=C13,9157171,,,10981970,48782,180509-18-6,LC/MS Neg
100006381,tramadol,3288,264.19581,Xenobiotics,"Drug - Analgesics, Anesthetics",5183,TVYLLZQTGLZFBW-ZBFHGGJFBS,CN(C[C@H]1CCCC[C@]1(O)C2=CC(OC)=CC=C2)C,31105,C07153,HMDB14339,33741,53241,27203-92-5,LC/MS Pos Early
100006383,O-desmethyltramadol glucuronide,2741,426.21225,Xenobiotics,"Drug - Analgesics, Anesthetics",5185,DSBGQRZOJXSECT-VFUSOVNCBT,CN(CC1CCCCC1(O)c2cc(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O3)ccc2)C,28467711,,,,52357,383891-39-2,LC/MS Pos Early
100006430,arabitol/xylitol,1932.4,151.0612,Carbohydrate,Pentose Metabolism,1218,,OC[C@@H](C([C@H](CO)O)O)O,,,,,48885,,LC/MS Polar
100006435,N-acetylglucosamine/N-acetylgalactosamine,1897,220.08264,Carbohydrate,Aminosugar Metabolism,1368,,O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)NC(C)=O,,,,,46539,,LC/MS Polar
100006438,citraconate/glutaconate,2600,129.0194,Energy,TCA Cycle,1395,,C/C(C(O)=O)=C/C(O)=O,,,,,47076,,LC/MS Polar
100006614,adipoylcarnitine (C6-DC),2570,290.15982,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1825,BSVHAXJKBCWVDA-UHFFFAOYAF,[O-]C(CC(OC(CCCCC(O)=O)=O)C[N+](C)(C)C)=O,28540385,,HMDB61677,71296139,52988,,LC/MS Pos Early
100006620,nonanoylcarnitine (C9),1010,302.23259,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1781,MPSPNFAQQQMFLK-UHFFFAOYAZ,[O-]C(CC(OC(CCCCCCCC)=O)C[N+](C)(C)C)=O,28533402,,HMDB13288,,61775,,LC/MS Pos Late
100006635,2-hydroxyphenylacetate sulfate,830,230.99688,Amino Acid,Phenylalanine Metabolism,151,,OS(OC1=C(C=CC=C1)CC(O)=O)(=O)=O,,,,,52922,,LC/MS Neg
100006641,glycochenodeoxycholate 3-sulfate,4820,263.62819,Lipid,Primary Bile Acid Metabolism,3343,,OS(OC1C[C@]2([H])C(CC1)(C)[C@@H]3[C@@]([C@@](CC4)([H])[C@@](CC3)(C)[C@H]4[C@H](C)CCC(NCC(O)=O)=O)([H])[C@H](O)C2)(=O)=O,,,,,52974,,LC/MS Neg
100006642,glycodeoxycholate 3-sulfate,4875,263.62819,Lipid,Secondary Bile Acid Metabolism,3407,,OS(OC1CC[C@@]2(C)[C@@](CC[C@]3([H])[C@]2([H])C[C@H](O)[C@@]4(C)[C@]3(CC[C@@H]4[C@H](C)CCC(NCC(O)=O)=O)[H])([H])C1)(=O)=O,,,,,52975,,LC/MS Neg
100006644,taurodeoxycholic acid 3-sulfate,4850,288.61951,Lipid,Secondary Bile Acid Metabolism,3357,,C[C@@]12[C@@](CCC3C2C[C@H](O)[C@@]4(C)C3CC[C@@H]4[C@@H](CCC(NCCS(O)(=O)=O)=O)C)([H])C[C@H](OS(O)(=O)=O)CC1,,,,,62889,,LC/MS Neg
100006651,"trans-3,4-methyleneheptanoate",3807,141.0921,Xenobiotics,Food Component/Plant,4952,,OC(CC1C(CCC)C1)=O,,,,,53026,,LC/MS Neg
100006679,phenol glucuronide,1800,269.06667,Amino Acid,Tyrosine Metabolism,182,WVHAUDNUGBNUDZ-GOVZDWNOBK,O[C@H]1[C@H](OC2=CC=CC=C2)O[C@H](C(O)=O)[C@@H](O)[C@@H]1O,78692,,HMDB60014,87235,52747,17685-05-1,LC/MS Neg
100006726,linoleoyl ethanolamide,6150,322.27515,Lipid,Endocannabinoid,2088,KQXDGUVSAAQARU-HZJYTTRNBB,CCCCC/C=C\C/C=C\CCCCCCCC(NCCO)=O,4446566,,HMDB12252,5283446,52608,68171-52-8,LC/MS Neg
100008903,"1,2-dilinoleoyl-GPC (18:2/18:2)",2100,782.56944,Lipid,Phosphatidylcholine (PC),2259,FVXDQWZBHIXIEJ-LNDKUQBDBA,CCCCC/C=C\C/C=C\CCCCCCCC(OC[C@@H](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,4450312,,HMDB08138,5288075,52603,998-06-1,LC/MS Pos Late
100008904,1-stearoyl-2-oleoyl-GPC (18:0/18:1),2644,788.61639,Lipid,Phosphatidylcholine (PC),2222,ATHVAWFAEPLPPQ-VRDBWYNSBX,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\CCCCCCCC)=O,24766704,,HMDB08038,,52438,56421-10-4,LC/MS Pos Late
100008914,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),2200,782.56944,Lipid,Phosphatidylcholine (PC),2199,IIZPXYDJLKNOIY-JXPKJXOSBS,CCCCCCCCCCCCCCCC(OC[C@@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,8923140,,HMDB07982,10747814,52462,35418-58-7,LC/MS Pos Late
100008915,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),2055,806.56944,Lipid,Phosphatidylcholine (PC),2205,IESVDEZGAHUQJU-ZLBXKVHBBA,CCCCCCCCCCCCCCCC(OC[C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)([H])COP([O-])(OCC[N+](C)(C)C)=O)=O,4946007,,HMDB07991,6441886,52610,59403-54-2,LC/MS Pos Late
100008916,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),2300,834.60128,Lipid,Phosphatidylcholine (PC),2239,,O=C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)CO[P](OCC[N+](C)(C)C)([O-])=O,,,,,52611,59403-52-0,LC/MS Pos Late
100008919,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),3100,730.57452,Lipid,Plasmalogen,2700,XVYPOHCSLJZFED-QZEVRULJBC,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC,24769260,,HMDB11375,,52614,144371-68-6,LC/MS Pos Late
100008920,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",2350,717.5905,Lipid,Sphingomyelins,3001,,O=C(N[C@@]([C@]([H])(O)/C=C/CCCCCCCCCCCCC)([H])COP([O-])(OCC[N+](C)(C)C)=O)CCCCCCCCCCCCCCCC,,,,,52615,121999-64-2,LC/MS Pos Late
100008921,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),2750,762.60074,Lipid,Phosphatidylcholine (PC),2183,PZNPLUBHRSSFHT-RRHRGVEJBV,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCCCCCCCCCCCC)=O,24766643,,HMDB07970,,52616,59403-51-9,LC/MS Pos Late
100008928,2-hydroxybutyrate/2-hydroxyisobutyrate,1258,103.04006,Amino Acid,Glutathione Metabolism,537,,CCC(O)C(O)=O,,,,,52281,,LC/MS Polar
100008929,2-methylcitrate/homocitrate,575,205.03538,Energy,TCA Cycle,1396,,CC(C(O)=O)C(C(O)=O)(O)CC(O)=O,,,,,52282,,LC/MS Neg
100008930,oleate/vaccenate (18:1),5655,281.2486,Lipid,Long Chain Monounsaturated Fatty Acid,1465,,OC(CCCCCCC/C=C\CCCCCCCC)=O,,,,,52285,,LC/MS Neg
100008931,indoxyl glucuronide,1940,308.07757,Amino Acid,Tryptophan Metabolism,295,KUYNOZVWCFXSNE-BYNIDDHOBX,O[C@H]([C@@H](O)[C@@H]1O)[C@@H](O[C@@H]1C(O)=O)OC2=CNC3=C2C=CC=C3,2015556,,HMDB59804,2733785,52749,35804-66-1,LC/MS Neg
100008941,aripiprazole,1000,448.15531,Xenobiotics,Drug - Psychoactive,5567,CEUORZQYGODEFX-UHFFFAOYAE,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C(CCC(N4)=O)C4=C3)CC2)=C1Cl,54790,"D01164,C12564",HMDB05042,60795,52960,129722-12-9,LC/MS Pos Late
100008943,pregabalin,2378,158.11865,Xenobiotics,Drug - Neurological,5524,AYXYPKUFHZROOJ-UHFFFAOYAW,CC(C)CC(CN)CC(O)=O,3902475,,,4715169,52913,148553-50-8,LC/MS Neg
100008952,1-palmitoleoylglycerol (16:1)*,6094,253.21727,Lipid,Monoacylglycerol,2743,,CCCCCC/C=C/CCCCCCCC(OCC(O)CO)=O,,,,,52431,,LC/MS Neg
100008954,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,2290,705.5905,Lipid,Dihydrosphingomyelins,2982,QHZIGNLCLJPLCU-QPPIDDCLBH,[H][C@](NC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC,8115586,,,9939965,52434,,LC/MS Pos Late
100008955,tricosanoyl sphingomyelin (d18:1/23:0)*,3350,801.68441,Lipid,Sphingomyelins,2990,,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,,,HMDB12105,,52436,,LC/MS Pos Late
100008956,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",3000,799.66868,Lipid,Sphingomyelins,3011,,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,,,,,52435,,LC/MS Pos Late
100008957,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",2750,811.66868,Lipid,Sphingomyelins,3013,,[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,,,,,52437,,LC/MS Pos Late
100008961,diclofenac,1222,296.02396,Xenobiotics,"Drug - Analgesics, Anesthetics",5165,,OC(CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl)=O,,C01690,HMDB14724,,52931,15307-86-5,LC/MS Pos Late
100008962,amoxicillin,2365,364.09726,Xenobiotics,Drug - Antibiotic,5202,LSQZJLSUYDQPKJ-UHFFFAOYAC,O=C1C(NC(C(N)C2=CC=C(O)C=C2)=O)C3N1C(C(O)=O)C(C)(C)S3,2086,C06827,HMDB15193,2171,52948,26787-78-0,LC/MS Neg
100008964,sitagliptin,4485,468.11119,Xenobiotics,Drug - Metabolic,5450,MFFMDFFZMYYVKS-UHFFFAOYAG,FC1=CC(CC(N)CC(N2CC3=NN=C(C(F)(F)F)N3CC2)=O)=C(F)C=C1F,9481667,,,11306691,52954,486460-32-6,LC/MS Neg
100008973,solifenacin,1042,363.20671,Xenobiotics,Drug - Other,5621,FBOUYBDGKBSUES-UHFFFAOYAW,O=C(O[C@H]1C[N@]2CC[C@@H]1CC2)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,8060993,,,9885319,53001,180468-39-7,LC/MS Pos Late
100008976,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,2575,744.55378,Lipid,Phosphatidylethanolamine (PE),2327,YDTWOEYVDRKKCR-KNERPIHHBL,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,7825699,,HMDB08994,9546749,52446,,LC/MS Pos Late
100008977,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),2475,768.55378,Lipid,Phosphatidylethanolamine (PE),2336,ANRKEHNWXKCXDB-BHFWLYLHBY,O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,4451158,,HMDB09003,5289133,52447,,LC/MS Pos Late
100008980,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,2450,786.60074,Lipid,Phosphatidylcholine (PC),2225,,CCCCCCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,,,,,52452,,LC/MS Pos Late
100008984,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,2200,732.55378,Lipid,Phosphatidylcholine (PC),2182,,CCCCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/CCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,,,,,52470,,LC/MS Pos Late
100008985,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,2285,784.58509,Lipid,Phosphatidylcholine (PC),2195,,CCCCCCCCCCCCCCCC(OC[C@@H](OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O,,,,,52454,,LC/MS Pos Late
100008990,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,2250,740.52248,Lipid,Phosphatidylethanolamine (PE),2314,DRIVXEVMDWCWLI-CAQMIEAIBF,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,7825750,,HMDB05323,9546800,52464,,LC/MS Pos Late
